age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status
23,Male,78.705,71.523,69.959,Mechanical,77.389,61.827,60.238,87.826,1,Yes,4,Not Willing,Not Relevant,3.649,3.471,Tier 1,Matched,Medium,Not Required,20,No,6,Willing,Placed
23,Male,62.513,79.773,72.976,Others,62.072,56.527,53.925,71.047,0,Yes,0,Not Willing,Not Relevant,4.505,9.74,Tier 2,Matched,Medium,Required,15,Yes,0,Not Willing,Not Placed
34,Male,73.549,64.51,76.789,Others,71.378,43.548,45.0,62.641,0,Yes,2,Not Willing,Relevant,5.495,9.809,Tier 1,Matched,Low,Not Required,0,No,12,Willing,Not Placed
21,Female,81.643,72.061,76.082,Computer Science,59.736,63.319,70.441,50.116,1,Yes,0,Not Willing,Relevant,7.006,10.983,Tier 1,Not Matched,Low,Not Required,30,No,3,Willing,Not Placed
25,Female,79.797,65.312,81.039,Information Technology,79.042,66.335,60.26,66.474,2,Yes,2,Not Willing,Not Relevant,8.57,11.075,Tier 2,Not Matched,Medium,Required,0,No,0,Willing,Not Placed
26,Male,53.105,81.954,69.599,Computer Science,63.586,90.983,66.78,70.329,3,Yes,2,Not Willing,Relevant,4.549,6.44,Tier 1,Not Matched,Low,Required,90,No,3,Willing,Not Placed
28,Female,57.677,77.985,82.151,Electronics,71.027,81.553,62.816,83.77,0,No,0,Willing,Relevant,1.0,8.873,Tier 1,Matched,Low,Not Required,20,Yes,3,Willing,Not Placed
31,Male,51.774,71.233,81.054,Computer Science,68.079,70.418,66.106,89.221,1,No,4,Not Willing,Not Relevant,4.865,10.2,Tier 2,Matched,Medium,Not Required,15,No,3,Willing,Placed
29,Male,61.79,68.211,79.8,Electronics,73.718,80.499,81.959,48.479,0,Yes,4,Not Willing,Not Relevant,3.206,10.733,Tier 1,Matched,Medium,Not Required,30,No,6,Willing,Not Placed
27,Female,73.777,79.199,72.003,Information Technology,67.439,61.908,68.991,73.54,1,No,0,Not Willing,Relevant,6.02,6.934,Tier 2,Matched,Low,Required,20,No,3,Willing,Not Placed
21,Male,62.18,83.334,84.204,Computer Science,84.572,54.197,67.359,63.773,0,Yes,3,Not Willing,Relevant,1.966,3.306,Tier 3,Matched,High,Not Required,0,No,0,Willing,Placed
27,Female,70.003,76.737,75.316,Computer Science,67.958,63.439,66.498,86.399,0,Yes,2,Willing,Relevant,2.471,6.781,Tier 3,Matched,Low,Not Required,30,No,0,Willing,Placed
30,Female,80.113,71.922,73.323,Electronics,58.563,71.914,60.131,86.948,1,Yes,0,Not Willing,Relevant,5.098,6.152,Tier 3,Matched,Low,Not Required,0,No,3,Willing,Not Placed
29,Female,67.9,64.355,68.947,Computer Science,62.016,84.278,66.668,85.214,1,Yes,0,Not Willing,Not Relevant,3.775,6.898,Tier 3,Matched,Medium,Not Required,0,No,0,Willing,Placed
24,Male,70.27,69.127,70.319,Others,77.6,52.986,71.844,48.161,0,Yes,2,Not Willing,Relevant,6.851,7.95,Tier 2,Matched,Medium,Not Required,0,Yes,0,Willing,Not Placed
31,Male,80.981,77.317,79.189,Others,77.351,82.145,49.247,63.854,0,No,3,Not Willing,Not Relevant,4.32,8.669,Tier 1,Matched,High,Not Required,90,No,0,Not Willing,Placed
32,Male,60.77,75.233,72.052,Others,75.954,69.406,60.657,72.142,1,Yes,3,Willing,Relevant,4.411,6.489,Tier 1,Matched,Medium,Not Required,0,Yes,0,Willing,Placed
27,Male,73.062,69.132,81.944,Computer Science,65.291,52.895,81.349,87.339,1,No,2,Not Willing,Relevant,4.236,4.684,Tier 1,Matched,Medium,Not Required,0,No,18,Willing,Placed
29,Female,66.175,70.127,76.209,Information Technology,64.502,57.03,73.16,73.488,2,Yes,1,Not Willing,Relevant,7.603,6.742,Tier 3,Matched,Medium,Required,0,Yes,18,Willing,Not Placed
21,Male,74.276,71.169,73.858,Electronics,69.16,78.852,61.24,94.155,2,No,0,Not Willing,Relevant,2.344,3.0,Tier 1,Not Matched,Medium,Not Required,30,No,0,Not Willing,Not Placed
32,Male,72.237,74.643,85.445,Others,59.349,78.36,64.186,54.291,0,No,4,Not Willing,Relevant,4.326,12.417,Tier 2,Matched,High,Required,0,No,0,Willing,Not Placed
30,Female,78.171,66.459,72.004,Others,62.592,48.887,66.366,82.86,1,Yes,0,Not Willing,Relevant,1.0,12.402,Tier 3,Matched,Low,Not Required,60,No,3,Willing,Not Placed
29,Female,60.627,74.491,66.444,Computer Science,71.634,69.369,59.525,75.053,3,Yes,2,Not Willing,Relevant,1.819,11.051,Tier 1,Matched,Low,Not Required,30,No,0,Not Willing,Placed
24,Female,62.413,66.702,71.702,Others,49.854,61.944,56.812,60.691,3,No,0,Not Willing,Not Relevant,1.604,10.935,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
32,Female,70.003,67.796,83.877,Others,50.962,77.895,72.32,91.325,1,No,2,Willing,Relevant,2.372,8.473,Tier 2,Matched,Medium,Required,0,No,18,Willing,Not Placed
28,Male,74.401,71.592,72.77,Others,74.654,53.277,59.763,77.002,0,Yes,1,Willing,Relevant,3.202,4.236,Tier 1,Matched,Low,Not Required,30,No,6,Willing,Placed
23,Female,80.059,79.25,82.695,Mechanical,72.273,59.057,70.408,79.234,0,Yes,3,Willing,Relevant,5.628,3.328,Tier 1,Matched,High,Not Required,0,No,0,Willing,Placed
22,Male,63.297,68.437,69.541,Electronics,55.268,70.497,65.571,73.264,1,Yes,3,Willing,Not Relevant,4.322,5.463,Tier 3,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
33,Male,74.041,67.566,76.142,Electronics,64.542,51.796,67.955,91.022,0,No,0,Not Willing,Relevant,3.435,13.946,Tier 3,Matched,Low,Not Required,15,No,0,Not Willing,Not Placed
32,Male,59.079,73.064,70.505,Others,74.639,73.957,60.32,64.746,2,No,5,Not Willing,Not Relevant,4.045,4.725,Tier 2,Matched,Medium,Not Required,15,No,3,Not Willing,Placed
28,Female,78.309,70.33,66.835,Information Technology,74.839,58.181,66.809,74.49,3,Yes,0,Not Willing,Not Relevant,6.669,11.142,Tier 3,Matched,High,Required,60,No,0,Willing,Not Placed
28,Female,76.093,63.472,70.069,Electronics,73.699,41.01,67.539,85.039,1,No,0,Not Willing,Not Relevant,4.845,8.877,Tier 3,Matched,High,Not Required,0,No,6,Not Willing,Not Placed
23,Male,59.887,66.464,67.769,Computer Science,75.196,43.702,60.953,68.349,0,Yes,1,Not Willing,Relevant,6.303,3.392,Tier 1,Matched,Medium,Not Required,0,No,3,Not Willing,Placed
33,Male,67.749,64.45,69.503,Information Technology,64.368,62.936,45.0,57.236,4,Yes,2,Not Willing,Relevant,3.946,11.958,Tier 2,Matched,Medium,Required,0,No,0,Willing,Not Placed
28,Female,60.594,83.172,67.35,Information Technology,73.703,83.647,52.819,68.873,1,No,2,Willing,Relevant,6.191,6.443,Tier 2,Not Matched,Low,Not Required,15,No,0,Not Willing,Not Placed
31,Female,79.937,76.011,72.972,Mechanical,60.255,65.695,64.825,73.052,1,No,1,Willing,Relevant,5.291,8.607,Tier 1,Matched,High,Not Required,0,No,6,Willing,Not Placed
31,Male,71.301,76.963,75.601,Others,86.485,58.345,82.254,72.596,4,No,0,Not Willing,Relevant,6.347,8.184,Tier 1,Not Matched,Low,Not Required,0,No,6,Willing,Not Placed
26,Male,72.751,81.114,66.912,Mechanical,58.547,68.729,77.836,91.398,1,Yes,1,Willing,Relevant,7.493,6.552,Tier 2,Matched,Low,Required,60,No,18,Willing,Not Placed
30,Female,55.228,79.4,71.368,Others,55.454,73.273,61.714,78.772,0,No,1,Willing,Not Relevant,6.581,6.553,Tier 1,Matched,Low,Not Required,0,Yes,12,Willing,Not Placed
29,Female,73.278,72.061,65.583,Others,82.494,73.427,65.776,77.45,0,Yes,3,Willing,Relevant,8.976,10.334,Tier 1,Not Matched,Medium,Required,0,No,12,Willing,Placed
30,Male,61.138,59.766,75.835,Information Technology,55.554,73.762,59.558,80.574,1,Yes,1,Not Willing,Relevant,1.211,8.199,Tier 1,Not Matched,Medium,Required,15,No,0,Willing,Not Placed
33,Female,85.395,65.573,60.096,Computer Science,69.336,68.728,80.464,95.457,3,No,2,Willing,Relevant,11.9,11.588,Tier 1,Matched,Medium,Not Required,0,No,0,Not Willing,Placed
26,Female,69.349,75.259,77.891,Computer Science,67.581,79.824,63.643,71.486,1,Yes,2,Not Willing,Relevant,6.281,6.259,Tier 1,Not Matched,Medium,Not Required,15,No,6,Not Willing,Not Placed
28,Female,74.066,73.595,76.673,Information Technology,54.002,58.832,62.803,84.901,1,No,0,Not Willing,Relevant,5.193,3.0,Tier 1,Matched,Low,Not Required,0,No,18,Willing,Not Placed
22,Male,67.046,80.542,69.739,Others,58.085,58.82,60.543,53.553,1,No,2,Not Willing,Not Relevant,5.606,11.685,Tier 2,Matched,High,Not Required,15,No,3,Willing,Not Placed
21,Female,70.003,66.345,78.592,Information Technology,75.777,43.795,58.294,67.767,1,Yes,2,Not Willing,Not Relevant,6.576,9.069,Tier 1,Not Matched,Medium,Not Required,30,No,3,Willing,Not Placed
30,Female,69.279,77.805,77.906,Information Technology,67.274,50.324,45.0,69.916,2,No,3,Not Willing,Not Relevant,5.967,3.0,Tier 1,Matched,Medium,Not Required,30,No,6,Willing,Not Placed
30,Female,74.044,66.458,74.637,Information Technology,73.281,55.144,69.706,80.683,3,Yes,2,Not Willing,Relevant,5.493,6.97,Tier 3,Matched,High,Not Required,0,No,3,Not Willing,Placed
22,Female,74.629,66.545,79.38,Electronics,47.339,74.406,62.082,55.743,3,Yes,0,Willing,Not Relevant,10.547,14.937,Tier 1,Matched,Low,Required,15,No,0,Willing,Not Placed
32,Female,59.759,73.117,71.646,Mechanical,83.809,76.863,45.0,84.214,0,Yes,1,Willing,Not Relevant,5.893,9.274,Tier 1,Not Matched,Medium,Required,0,No,0,Willing,Not Placed
24,Female,73.219,76.906,77.645,Mechanical,73.954,61.881,72.882,71.754,3,Yes,2,Willing,Not Relevant,5.201,3.0,Tier 1,Not Matched,Medium,Not Required,0,No,3,Not Willing,Placed
30,Female,74.708,69.03,74.516,Mechanical,58.639,63.394,57.664,75.203,1,No,4,Not Willing,Not Relevant,3.488,7.826,Tier 1,Matched,Medium,Not Required,0,Yes,0,Not Willing,Not Placed
29,Female,66.915,71.184,73.239,Information Technology,62.695,63.403,63.564,77.244,1,No,0,Not Willing,Relevant,3.858,10.036,Tier 3,Not Matched,Low,Not Required,0,No,0,Willing,Not Placed
27,Male,87.346,72.061,91.04,Electronics,88.493,51.223,68.232,63.375,1,Yes,2,Not Willing,Relevant,5.443,6.942,Tier 2,Matched,Medium,Not Required,0,No,0,Not Willing,Placed
29,Male,68.906,72.585,75.1,Others,72.661,74.239,60.583,59.794,0,No,1,Not Willing,Relevant,5.411,8.666,Tier 2,Matched,Low,Required,0,Yes,0,Willing,Not Placed
29,Female,76.717,68.387,80.163,Information Technology,72.911,67.398,64.284,62.906,1,No,0,Willing,Relevant,5.133,11.881,Tier 2,Not Matched,High,Not Required,15,No,0,Not Willing,Not Placed
29,Male,62.808,71.1,81.572,Mechanical,81.456,72.1,64.786,47.398,0,No,0,Not Willing,Relevant,1.0,6.4,Tier 2,Not Matched,Medium,Not Required,30,No,3,Willing,Not Placed
28,Female,68.223,64.992,64.183,Computer Science,76.867,72.86,61.521,89.07,2,Yes,3,Not Willing,Not Relevant,6.641,9.897,Tier 1,Not Matched,Low,Not Required,30,No,12,Not Willing,Placed
26,Female,79.984,68.187,87.826,Others,62.533,48.704,62.099,77.18,3,Yes,4,Not Willing,Relevant,4.946,5.514,Tier 1,Matched,Low,Not Required,0,No,6,Willing,Placed
34,Male,67.443,64.06,81.876,Information Technology,55.321,80.202,69.424,71.67,1,No,3,Not Willing,Not Relevant,7.221,9.59,Tier 2,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
31,Male,64.592,62.742,77.032,Computer Science,69.6,81.993,63.769,85.483,1,Yes,1,Not Willing,Not Relevant,2.777,7.662,Tier 2,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
30,Female,74.649,78.25,80.505,Others,83.38,49.202,64.475,74.224,3,Yes,0,Not Willing,Not Relevant,5.599,9.836,Tier 1,Matched,Low,Not Required,0,No,3,Willing,Not Placed
27,Female,82.488,72.061,73.59,Information Technology,71.298,59.008,71.144,62.058,1,Yes,0,Not Willing,Not Relevant,4.849,8.592,Tier 1,Matched,High,Not Required,30,No,18,Not Willing,Not Placed
22,Female,72.623,66.175,80.367,Information Technology,68.18,49.903,80.129,60.134,2,Yes,0,Not Willing,Relevant,3.715,7.118,Tier 3,Matched,Medium,Required,20,No,0,Not Willing,Not Placed
31,Male,71.797,76.292,75.625,Electronics,65.423,59.599,55.207,87.107,0,Yes,0,Willing,Relevant,4.883,9.135,Tier 2,Matched,Low,Not Required,0,No,6,Willing,Placed
21,Male,79.602,71.326,73.018,Computer Science,66.47,56.313,52.227,91.197,1,No,3,Willing,Relevant,4.303,8.411,Tier 2,Not Matched,High,Not Required,0,No,0,Willing,Not Placed
33,Female,61.11,68.37,65.874,Computer Science,79.442,89.831,60.214,82.208,0,Yes,4,Not Willing,Relevant,2.882,9.526,Tier 2,Matched,Medium,Not Required,15,No,0,Not Willing,Placed
25,Female,72.249,71.761,82.676,Others,52.347,83.014,66.586,90.984,0,No,2,Not Willing,Relevant,1.683,8.837,Tier 3,Matched,Low,Not Required,0,Yes,0,Willing,Not Placed
28,Female,64.489,84.309,66.339,Information Technology,68.691,58.052,62.632,77.608,1,No,0,Not Willing,Relevant,4.903,8.245,Tier 2,Not Matched,High,Not Required,0,No,3,Willing,Not Placed
23,Male,70.003,79.11,76.402,Others,88.419,60.516,57.972,92.757,0,No,0,Not Willing,Not Relevant,3.283,8.694,Tier 1,Not Matched,Medium,Required,0,No,6,Not Willing,Not Placed
27,Female,68.576,81.382,76.582,Mechanical,51.714,70.481,69.355,72.002,1,No,0,Not Willing,Not Relevant,5.169,8.488,Tier 2,Matched,Low,Not Required,30,No,12,Willing,Not Placed
25,Female,73.261,76.095,81.886,Computer Science,69.748,71.497,66.18,85.315,0,Yes,2,Not Willing,Relevant,7.09,10.819,Tier 1,Matched,Medium,Required,0,No,6,Not Willing,Not Placed
32,Female,65.906,70.105,75.294,Mechanical,61.931,57.911,78.145,72.975,2,Yes,0,Not Willing,Relevant,3.873,3.329,Tier 3,Matched,Low,Not Required,0,No,3,Willing,Not Placed
30,Male,57.913,73.916,72.448,Electronics,68.374,77.978,57.352,46.832,2,No,2,Not Willing,Relevant,4.865,3.0,Tier 2,Matched,Medium,Not Required,30,No,6,Willing,Not Placed
33,Female,88.196,84.361,72.545,Others,59.093,40.0,52.009,83.305,0,No,0,Not Willing,Not Relevant,2.382,3.0,Tier 3,Matched,Medium,Not Required,0,No,3,Not Willing,Not Placed
28,Female,59.027,77.777,72.832,Information Technology,71.785,69.348,89.177,80.282,0,Yes,4,Not Willing,Relevant,5.007,10.025,Tier 3,Matched,High,Not Required,60,No,3,Willing,Placed
26,Male,80.043,77.557,71.834,Computer Science,48.701,70.682,57.44,82.075,2,Yes,3,Not Willing,Relevant,7.611,6.052,Tier 2,Not Matched,Medium,Not Required,0,No,0,Not Willing,Not Placed
26,Male,70.773,69.476,75.032,Mechanical,79.306,60.393,52.934,79.472,1,Yes,1,Not Willing,Relevant,4.32,7.015,Tier 1,Matched,Low,Not Required,0,No,0,Willing,Placed
27,Male,79.097,66.949,77.661,Computer Science,73.967,75.178,49.031,84.362,1,No,1,Not Willing,Relevant,4.565,3.0,Tier 2,Matched,Medium,Not Required,30,No,0,Willing,Placed
27,Male,61.286,77.557,87.163,Information Technology,63.866,58.136,69.626,98.555,0,Yes,1,Not Willing,Relevant,2.773,12.098,Tier 2,Matched,Medium,Not Required,30,Yes,12,Willing,Not Placed
24,Female,70.811,72.545,83.706,Computer Science,67.863,62.346,57.762,54.363,2,No,0,Willing,Not Relevant,4.79,6.496,Tier 2,Matched,Medium,Not Required,0,No,0,Not Willing,Not Placed
30,Male,58.714,75.254,76.598,Mechanical,55.999,53.219,65.596,78.365,4,Yes,3,Not Willing,Not Relevant,7.194,7.613,Tier 3,Matched,Low,Not Required,30,Yes,0,Not Willing,Not Placed
32,Male,81.344,73.572,70.72,Information Technology,59.809,62.787,45.0,75.671,1,No,2,Not Willing,Not Relevant,5.405,9.252,Tier 3,Matched,Medium,Not Required,0,Yes,6,Not Willing,Not Placed
30,Female,81.236,63.226,72.687,Mechanical,55.719,50.805,68.865,64.078,1,No,1,Not Willing,Not Relevant,3.306,9.402,Tier 2,Matched,Low,Not Required,30,No,0,Willing,Not Placed
30,Male,62.165,73.267,68.665,Mechanical,73.576,52.293,61.5,69.511,1,Yes,3,Not Willing,Not Relevant,2.186,4.833,Tier 2,Matched,Low,Required,15,No,0,Willing,Placed
33,Male,73.192,74.081,62.99,Computer Science,75.029,63.403,66.611,66.04,2,Yes,3,Not Willing,Relevant,5.272,4.413,Tier 2,Matched,Medium,Not Required,15,No,6,Willing,Placed
28,Female,75.074,74.096,80.236,Mechanical,61.287,79.756,67.469,83.922,2,No,0,Not Willing,Relevant,5.578,5.126,Tier 2,Matched,High,Not Required,30,No,12,Willing,Not Placed
26,Female,75.758,71.197,82.353,Others,87.477,77.397,68.104,81.882,2,Yes,0,Not Willing,Relevant,6.453,5.199,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Placed
31,Female,72.712,65.871,69.476,Information Technology,72.496,72.999,77.834,58.581,1,Yes,0,Willing,Relevant,4.937,4.301,Tier 3,Matched,Medium,Not Required,30,No,0,Willing,Placed
33,Female,72.197,73.992,83.747,Information Technology,85.59,52.947,70.526,84.572,0,Yes,2,Not Willing,Not Relevant,4.179,8.08,Tier 2,Not Matched,Low,Not Required,20,Yes,6,Not Willing,Not Placed
28,Male,73.721,82.121,79.808,Computer Science,86.089,54.622,74.232,75.083,0,No,3,Willing,Not Relevant,5.182,5.878,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Placed
27,Female,65.569,69.52,80.115,Others,71.94,74.757,72.83,65.813,1,No,0,Not Willing,Not Relevant,4.552,10.104,Tier 3,Not Matched,Low,Not Required,60,No,0,Willing,Not Placed
21,Female,75.486,58.072,71.092,Computer Science,76.665,67.088,56.291,100.0,2,Yes,1,Not Willing,Not Relevant,8.43,9.089,Tier 2,Not Matched,Low,Not Required,0,No,12,Willing,Placed
24,Female,69.042,77.554,69.122,Mechanical,62.269,58.205,71.929,64.449,3,No,3,Not Willing,Relevant,6.354,10.406,Tier 3,Matched,Medium,Not Required,30,No,0,Willing,Placed
27,Male,86.075,73.862,66.609,Computer Science,75.86,78.2,49.041,87.49,1,Yes,0,Willing,Not Relevant,7.892,5.124,Tier 2,Matched,Low,Required,0,No,3,Not Willing,Not Placed
29,Female,77.025,79.379,81.274,Others,64.175,76.428,75.453,72.461,1,No,1,Not Willing,Relevant,1.382,6.752,Tier 2,Not Matched,Medium,Not Required,15,No,6,Willing,Not Placed
22,Male,60.461,92.171,75.462,Others,66.036,65.45,56.681,87.444,0,No,0,Not Willing,Relevant,11.86,9.458,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Placed
25,Male,73.47,65.783,82.797,Others,66.121,55.724,59.6,79.523,0,Yes,5,Not Willing,Not Relevant,5.199,8.809,Tier 1,Matched,Medium,Not Required,60,No,6,Not Willing,Placed
29,Female,76.779,70.328,62.393,Computer Science,60.725,66.835,56.336,79.993,2,Yes,0,Not Willing,Not Relevant,10.009,3.295,Tier 2,Matched,Low,Not Required,15,No,0,Willing,Not Placed
29,Male,70.003,80.352,72.303,Others,72.727,64.54,51.831,62.476,0,No,2,Not Willing,Relevant,6.475,14.66,Tier 2,Matched,Medium,Not Required,30,Yes,0,Willing,Not Placed
26,Female,74.494,63.657,75.341,Electronics,73.711,62.25,71.163,80.297,1,No,1,Willing,Relevant,5.576,9.176,Tier 1,Not Matched,Medium,Not Required,30,No,0,Willing,Not Placed
27,Male,76.965,64.268,70.966,Others,80.764,68.088,82.802,88.643,2,No,1,Not Willing,Relevant,4.539,8.271,Tier 2,Matched,Low,Not Required,30,No,6,Not Willing,Placed
29,Female,74.314,74.401,72.819,Computer Science,67.793,53.263,69.375,67.855,3,No,0,Not Willing,Not Relevant,3.435,7.552,Tier 2,Not Matched,Medium,Not Required,30,Yes,3,Willing,Not Placed
34,Female,70.168,69.6,69.557,Others,61.963,58.543,68.289,80.634,0,No,3,Not Willing,Relevant,3.609,5.041,Tier 3,Matched,Medium,Not Required,15,No,0,Not Willing,Placed
34,Female,71.871,72.601,83.975,Information Technology,79.286,62.52,60.118,71.437,4,No,1,Willing,Relevant,6.287,12.569,Tier 3,Matched,Medium,Not Required,0,Yes,0,Willing,Not Placed
30,Male,78.688,53.065,79.468,Mechanical,60.342,62.577,66.419,63.517,2,No,0,Not Willing,Not Relevant,1.597,10.445,Tier 2,Matched,Medium,Required,60,No,3,Not Willing,Not Placed
28,Female,82.511,65.333,78.273,Electronics,70.387,72.162,76.457,88.269,0,Yes,5,Not Willing,Relevant,3.041,12.825,Tier 1,Matched,Medium,Required,90,No,0,Willing,Not Placed
34,Male,76.387,67.514,66.339,Computer Science,84.68,63.833,74.658,50.193,1,Yes,3,Willing,Relevant,7.149,7.859,Tier 1,Not Matched,Low,Not Required,0,No,3,Willing,Not Placed
30,Male,65.82,72.579,70.175,Mechanical,71.794,64.144,68.336,86.271,1,Yes,0,Not Willing,Not Relevant,6.26,8.757,Tier 2,Matched,High,Not Required,30,No,0,Willing,Not Placed
26,Female,73.943,62.988,66.788,Information Technology,51.803,61.89,59.824,78.86,2,No,2,Willing,Relevant,2.801,6.174,Tier 2,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
26,Male,69.014,84.908,55.538,Mechanical,63.127,68.867,65.042,47.702,3,No,3,Not Willing,Relevant,6.257,5.93,Tier 1,Not Matched,Low,Required,0,No,0,Not Willing,Not Placed
27,Male,67.388,75.501,77.399,Mechanical,73.418,59.433,70.678,59.954,0,No,0,Willing,Relevant,5.272,6.258,Tier 1,Not Matched,High,Required,30,No,0,Willing,Not Placed
27,Female,72.476,78.17,74.524,Information Technology,73.242,79.896,79.931,69.599,0,Yes,3,Not Willing,Relevant,7.564,12.117,Tier 1,Matched,Medium,Required,0,No,0,Willing,Placed
22,Male,75.806,72.635,84.989,Information Technology,69.574,47.362,74.699,77.019,2,Yes,3,Not Willing,Relevant,3.537,6.468,Tier 2,Not Matched,Medium,Not Required,30,No,12,Willing,Not Placed
29,Male,77.06,73.734,88.791,Others,57.532,85.905,49.108,80.355,1,Yes,1,Willing,Not Relevant,3.132,3.0,Tier 3,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
24,Female,60.347,68.376,77.825,Computer Science,60.609,62.035,74.396,83.46,1,Yes,0,Willing,Relevant,3.729,6.827,Tier 3,Not Matched,Low,Not Required,30,No,12,Willing,Not Placed
33,Female,73.098,69.629,71.822,Others,62.629,48.298,80.359,65.58,0,No,1,Not Willing,Relevant,1.603,4.507,Tier 1,Matched,Medium,Required,30,No,12,Willing,Not Placed
33,Female,83.302,72.061,74.006,Electronics,40.376,65.119,54.833,63.021,0,Yes,3,Not Willing,Not Relevant,8.881,3.328,Tier 1,Matched,Low,Not Required,60,No,3,Not Willing,Not Placed
30,Female,51.021,67.68,75.295,Mechanical,90.958,81.65,73.207,88.654,3,No,2,Not Willing,Not Relevant,2.19,7.279,Tier 3,Matched,Medium,Not Required,30,No,3,Willing,Placed
29,Male,80.439,70.427,82.593,Information Technology,72.295,67.733,52.274,73.332,2,Yes,2,Not Willing,Relevant,3.149,8.371,Tier 1,Not Matched,Low,Not Required,60,No,18,Not Willing,Not Placed
32,Male,59.134,88.674,74.787,Computer Science,65.595,60.429,60.19,69.662,0,Yes,1,Not Willing,Relevant,3.9,8.103,Tier 2,Matched,Medium,Required,15,No,0,Not Willing,Not Placed
31,Female,65.465,81.592,79.825,Mechanical,82.279,75.609,62.886,85.805,2,Yes,5,Not Willing,Not Relevant,1.0,14.003,Tier 2,Not Matched,Medium,Not Required,15,Yes,3,Not Willing,Not Placed
30,Male,65.908,82.702,71.616,Mechanical,78.977,48.621,62.877,73.441,1,No,1,Not Willing,Not Relevant,2.622,14.173,Tier 1,Not Matched,Low,Not Required,0,No,3,Willing,Not Placed
23,Female,77.87,80.158,75.742,Computer Science,55.904,73.709,60.3,58.731,2,Yes,2,Willing,Relevant,4.528,10.932,Tier 3,Not Matched,Low,Not Required,15,No,0,Willing,Not Placed
25,Female,50.0,80.845,86.178,Mechanical,58.117,54.19,66.506,77.432,2,No,0,Not Willing,Not Relevant,2.541,3.879,Tier 2,Not Matched,Low,Required,30,No,6,Willing,Not Placed
25,Male,78.622,64.405,72.101,Information Technology,76.545,59.952,80.674,79.004,0,Yes,1,Not Willing,Relevant,4.345,6.796,Tier 1,Matched,Medium,Required,0,No,0,Not Willing,Placed
27,Female,76.237,68.392,72.243,Information Technology,71.148,60.154,55.507,73.735,0,Yes,0,Willing,Relevant,4.93,9.387,Tier 2,Matched,Medium,Required,0,No,3,Not Willing,Not Placed
32,Male,67.018,66.607,74.726,Mechanical,69.985,54.159,58.818,73.843,0,No,2,Not Willing,Relevant,2.893,6.152,Tier 3,Not Matched,High,Not Required,0,No,0,Not Willing,Not Placed
24,Male,76.828,75.729,72.993,Others,66.245,76.083,59.804,55.869,4,No,1,Not Willing,Relevant,3.015,3.44,Tier 1,Not Matched,Medium,Not Required,90,No,0,Not Willing,Not Placed
31,Male,79.039,74.129,66.896,Computer Science,43.936,62.377,55.379,76.722,0,Yes,4,Not Willing,Not Relevant,8.772,9.344,Tier 2,Matched,Low,Required,0,No,6,Willing,Not Placed
33,Female,70.102,67.928,80.612,Information Technology,67.055,57.995,73.672,64.064,2,No,1,Willing,Not Relevant,5.337,5.991,Tier 3,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
32,Male,61.017,62.409,79.649,Others,75.983,49.664,62.957,82.084,1,Yes,2,Not Willing,Relevant,4.132,9.475,Tier 3,Matched,High,Not Required,90,No,0,Willing,Placed
24,Male,69.09,81.424,67.946,Electronics,83.525,50.8,70.901,87.426,0,No,0,Not Willing,Not Relevant,4.506,7.008,Tier 1,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
33,Male,81.941,60.179,80.417,Others,85.014,81.727,93.022,74.032,1,Yes,1,Not Willing,Relevant,5.848,8.525,Tier 2,Matched,Low,Not Required,0,No,3,Willing,Placed
33,Female,67.143,61.451,65.812,Others,61.642,41.991,56.868,75.895,1,No,3,Willing,Relevant,5.078,5.73,Tier 2,Matched,Medium,Not Required,0,No,12,Willing,Not Placed
21,Male,57.03,72.541,79.061,Computer Science,55.219,80.426,87.441,88.491,2,No,1,Willing,Relevant,1.627,6.758,Tier 2,Not Matched,Low,Not Required,15,No,0,Willing,Not Placed
26,Female,68.443,81.943,79.464,Others,92.671,83.509,46.467,79.345,2,No,5,Willing,Not Relevant,7.14,3.0,Tier 1,Matched,Low,Not Required,15,No,6,Willing,Placed
24,Male,68.785,72.21,81.258,Information Technology,74.228,59.695,60.553,82.027,1,No,2,Not Willing,Relevant,4.188,10.773,Tier 3,Matched,Medium,Required,30,Yes,0,Willing,Not Placed
31,Male,72.746,78.822,79.177,Computer Science,71.548,75.126,65.679,63.495,1,Yes,1,Willing,Relevant,4.756,5.123,Tier 1,Matched,High,Not Required,0,No,6,Not Willing,Placed
